INSEE_COM;Annee;Nb_mutations;NbMaisons;NbApparts;propmaison;propappart;PrixMoyen;Prixm2Moyen;SurfaceMoy
73188;2023;5;5;0;100;0;138000;1980.2;64.6
73189;2023;5;4;1;80;20;293296;2954.8;104.4
73190;2023;10;6;4;60;40;177416;2655.1;66.7
73191;2023;16;12;4;75;25;274510.3125;3090.875;88.4375
73192;2023;3;3;0;100;0;305543.333333333;3886.66666666667;82
73193;2023;2;2;0;100;0;2,00E+05;3142;63.5
73194;2023;34;4;30;11.7647058823529;88.2352941176471;95818.6764705882;2631.67647058824;40.2058823529412
73196;2023;8;7;1;87.5;12.5;290431.25;2830.75;98
73197;2023;29;8;21;27.5862068965517;72.4137931034483;435117;5453.68965517241;75.2068965517241
73200;2023;5;4;1;80;20;311830;3305.2;94.2
73201;2023;10;5;5;50;50;184856.5;2331.8;77.6
73202;2023;1;1;0;100;0;265000;3442;77
73204;2023;29;12;17;41.3793103448276;58.6206896551724;165345.344827586;1920.55172413793;84.2758620689655
73206;2023;23;7;16;30.4347826086957;69.5652173913043;372237.391304348;5370.47826086957;60.5217391304348
73207;2023;3;3;0;100;0;167933.333333333;2507.33333333333;56.6666666666667
73208;2023;14;13;1;92.8571428571429;7.14285714285714;748336.428571429;4631.5;151.571428571429
73210;2023;2;2;0;100;0;290800;2972;93
73211;2023;16;13;3;81.25;18.75;314517.5625;3977.875;85.125
73212;2023;20;14;6;70;30;159308.65;1956.15;82.25
73213;2023;100;27;73;27;73;290181.57;3657.48;79.09
73214;2023;4;4;0;100;0;301450;2908.75;98.25
73215;2023;51;32;19;62.7450980392157;37.2549019607843;192918.294117647;2380.96078431373;84.4313725490196
73216;2023;7;7;0;100;0;156214.285714286;2271.57142857143;73.8571428571429
73217;2023;5;5;0;100;0;283275.4;3124.4;93.8
73218;2023;6;5;1;83.3333333333333;16.6666666666667;175391.666666667;2568.33333333333;69.5
73219;2023;5;4;1;80;20;448570.4;2964.8;136.8
73220;2023;6;5;1;83.3333333333333;16.6666666666667;146210;3128.16666666667;65.1666666666667
73221;2023;2;2;0;100;0;177350;4279.5;52
73222;2023;62;24;38;38.7096774193548;61.2903225806452;315834.725806452;3837.01612903226;81.7096774193548
73223;2023;10;9;1;90;10;162195;2013.1;88.6
73224;2023;14;9;5;64.2857142857143;35.7142857142857;208132.142857143;2599.35714285714;90.2857142857143
73225;2023;46;19;27;41.304347826087;58.695652173913;324876.260869565;3684.0652173913;89.5
73226;2023;14;13;1;92.8571428571429;7.14285714285714;228550.714285714;2178.64285714286;106.785714285714
73227;2023;108;17;91;15.7407407407407;84.2592592592593;522076.740740741;10135.712962963;53.0648148148148
73228;2023;11;9;2;81.8181818181818;18.1818181818182;423395.454545455;3811;110.545454545455
73229;2023;2;2;0;100;0;279945;2672.5;106
73230;2023;8;3;5;37.5;62.5;143045.25;2500;56.125
73231;2023;12;8;4;66.6666666666667;33.3333333333333;163470.833333333;2122.41666666667;73.3333333333333
73232;2023;26;12;14;46.1538461538462;53.8461538461538;504450.615384615;6177.96153846154;77.4230769230769
73233;2023;3;3;0;100;0;234083.333333333;2321.33333333333;130.666666666667
73234;2023;3;3;0;100;0;189247.666666667;2511.33333333333;80.3333333333333
73235;2023;74;3;71;4.05405405405405;95.9459459459459;111856.094594595;3464.54054054054;32.0810810810811
73236;2023;39;28;11;71.7948717948718;28.2051282051282;213663.58974359;2570.97435897436;88.4871794871795
73237;2023;5;4;1;80;20;235990;2869.4;86.8
73240;2023;3;3;0;100;0;243333.333333333;2107;136
73241;2023;12;12;0;100;0;248395.833333333;2561.08333333333;97.8333333333333
73242;2023;23;2;21;8.69565217391304;91.304347826087;121792.47826087;2751.34782608696;42.2608695652174
73243;2023;15;12;3;80;20;449376.8;4038.2;113.733333333333
73245;2023;9;9;0;100;0;246627.222222222;2473.66666666667;93.8888888888889
73246;2023;4;4;0;100;0;262250;3474.75;84
73247;2023;5;5;0;100;0;286590;3601.4;91.4
73248;2023;83;18;65;21.6867469879518;78.3132530120482;163128.56626506;2071.38554216867;78.8072289156626
73249;2023;27;7;20;25.9259259259259;74.0740740740741;311511.37037037;3836.55555555556;82.2962962962963
73250;2023;8;8;0;100;0;161602.5;1909.5;102
73252;2023;1;1;0;100;0;285700;2116;135
73253;2023;9;6;3;66.6666666666667;33.3333333333333;199688.888888889;2135.33333333333;91.8888888888889
73254;2023;2;2;0;100;0;267700;2613;103
73255;2023;6;6;0;100;0;216481.666666667;2259.33333333333;99.6666666666667
73256;2023;2;2;0;100;0;72500;857.5;71.5
73257;2023;302;24;278;7.94701986754967;92.0529801324503;286888.61589404;7555.78476821192;35.2615894039735
73258;2023;10;10;0;100;0;215220.7;2113.8;99.9
73259;2023;8;7;1;87.5;12.5;271062.5;2991.75;92.625
73261;2023;30;15;15;50;50;157786.333333333;2185.03333333333;80.3333333333333
73262;2023;9;7;2;77.7777777777778;22.2222222222222;227145.555555556;3600.22222222222;79.2222222222222
73263;2023;7;7;0;100;0;367250;3436.14285714286;114.571428571429
73265;2023;6;5;1;83.3333333333333;16.6666666666667;352243.5;3193.66666666667;118.333333333333
73267;2023;5;1;4;20;80;109563;2657.8;39.2
73268;2023;4;2;2;50;50;115215;1885.25;63
73269;2023;2;2;0;100;0;326065;3629;88.5
73270;2023;39;26;13;66.6666666666667;33.3333333333333;202503.307692308;2635.5641025641;83.6923076923077
73272;2023;1;1;0;100;0;230000;1503;153
73273;2023;6;4;2;66.6666666666667;33.3333333333333;193989.666666667;2297.16666666667;84
73274;2023;6;6;0;100;0;173491.666666667;3210.83333333333;66.3333333333333
73275;2023;1;1;0;100;0;125000;2778;45
73276;2023;9;9;0;100;0;206391.111111111;2172.22222222222;103
73278;2023;8;7;1;87.5;12.5;195918.75;2085.5;101
73280;2023;48;4;44;8.33333333333333;91.6666666666667;147777.520833333;3413.33333333333;42.1041666666667
73281;2023;6;5;1;83.3333333333333;16.6666666666667;266183.333333333;2787.66666666667;95.5
73282;2023;11;10;1;90.9090909090909;9.09090909090909;264681.818181818;3159.45454545455;82.5454545454545
73283;2023;4;3;1;75;25;305712.5;3080.5;94.5
73284;2023;15;8;7;53.3333333333333;46.6666666666667;283617.333333333;3349.66666666667;86.3333333333333
73285;2023;29;6;23;20.6896551724138;79.3103448275862;317812.75862069;3911.37931034483;82.7241379310345
73286;2023;17;16;1;94.1176470588235;5.88235294117647;268477.647058824;3524.64705882353;95.2941176470588
73288;2023;12;7;5;58.3333333333333;41.6666666666667;408358.333333333;4320.91666666667;100.166666666667
73289;2023;10;10;0;100;0;166670.8;2179.6;74.8
73290;2023;57;7;50;12.280701754386;87.719298245614;139206.807017544;3509.08771929825;42.3333333333333
73292;2023;2;2;0;100;0;238000;2258;105
73293;2023;3;3;0;100;0;265791.666666667;3138.33333333333;94.6666666666667
73294;2023;5;4;1;80;20;295592;3876.8;88.8
73296;2023;150;5;145;3.33333333333333;96.6666666666667;393146.226666667;8719.77333333333;42.4266666666667
73297;2023;2;2;0;100;0;417050;4023;109
73298;2023;1;1;0;100;0;176000;2444;72
73299;2023;2;2;0;100;0;252250;2864.5;89
73300;2023;42;20;22;47.6190476190476;52.3809523809524;494002.5;5495.16666666667;88.4285714285714
73301;2023;9;5;4;55.5555555555556;44.4444444444444;404606.666666667;5088.66666666667;83
73302;2023;2;2;0;100;0;165610;2545.5;70.5
73303;2023;53;26;27;49.0566037735849;50.9433962264151;182671.150943396;2407.45283018868;77.5660377358491
73304;2023;81;0;81;0;100;445637.950617284;12042.6419753086;35.9876543209877
73306;2023;75;7;68;9.33333333333333;90.6666666666667;229490.826666667;5042.13333333333;44.4266666666667
73307;2023;68;6;62;8.82352941176471;91.1764705882353;123037.191176471;3460.85294117647;36.3088235294118
73308;2023;5;5;0;100;0;267044;3506.2;79.4
73309;2023;1;1;0;100;0;323100;1701;190
73310;2023;5;5;0;100;0;304544;3156.8;96.4
73311;2023;1;1;0;100;0;156000;1228;127
73312;2023;5;4;1;80;20;364160;3764.8;101.6
73313;2023;1;1;0;100;0;120000;1500;80
73314;2023;2;2;0;100;0;330575;2456;135.5
73315;2023;7;6;1;85.7142857142857;14.2857142857143;183637.857142857;1641.57142857143;123.571428571429
73317;2023;17;5;12;29.4117647058824;70.5882352941177;282535.294117647;5406.76470588235;59.2352941176471
73318;2023;88;4;84;4.54545454545455;95.4545454545455;77931.6818181818;2579.875;27.3636363636364
73320;2023;9;5;4;55.5555555555556;44.4444444444444;224477.777777778;2453;92.4444444444444
73322;2023;51;6;45;11.7647058823529;88.2352941176471;134948.196078431;3413.07843137255;38.2352941176471
73323;2023;2;2;0;100;0;483958.5;4041;135
73324;2023;1;1;0;100;0;214000;2432;88
73326;2023;11;10;1;90.9090909090909;9.09090909090909;477497.272727273;4574.09090909091;101.636363636364
73327;2023;2;2;0;100;0;195500;1766;118
73328;2023;27;18;9;66.6666666666667;33.3333333333333;534481.407407407;5499.51851851852;93.962962962963
73329;2023;22;13;9;59.0909090909091;40.9090909090909;368615.681818182;4166.81818181818;92.8636363636364
73330;2023;27;18;9;66.6666666666667;33.3333333333333;179363.888888889;2410.59259259259;76.5925925925926
74001;2023;43;12;31;27.906976744186;72.0930232558139;184182.953488372;3778.06976744186;45.0232558139535
74002;2023;29;18;11;62.0689655172414;37.9310344827586;390751.206896552;4173.20689655172;96.2758620689655
74003;2023;7;6;1;85.7142857142857;14.2857142857143;853207.142857143;6490.71428571429;129.285714285714
74004;2023;1;1;0;100;0;1,00E+05;1724;58
74005;2023;44;33;11;75;25;397599.022727273;4059.97727272727;101.090909090909
74006;2023;30;4;26;13.3333333333333;86.6666666666667;337406.766666667;4783.03333333333;73.2666666666667
74007;2023;29;14;15;48.2758620689655;51.7241379310345;384081.310344828;4215;95.4137931034483
74008;2023;85;7;78;8.23529411764706;91.7647058823529;248062.611764706;3845.69411764706;64.6823529411765
74009;2023;9;7;2;77.7777777777778;22.2222222222222;490122.222222222;4540.77777777778;114.444444444444
74010;2023;1600;132;1468;8.25;91.75;379884.619375;5480.97875;68.903125
74012;2023;560;19;541;3.39285714285714;96.6071428571429;221952.376785714;3470.04642857143;64.9107142857143
74013;2023;26;9;17;34.6153846153846;65.3846153846154;507898.115384615;5495.07692307692;87.7692307692308
74014;2023;162;18;144;11.1111111111111;88.8888888888889;237084.432098765;4995.88271604938;46.5185185185185
74015;2023;5;3;2;60;40;406870;4248.2;95.6
74016;2023;33;13;20;39.3939393939394;60.6060606060606;521987.909090909;5475.15151515152;98.9393939393939
74018;2023;18;13;5;72.2222222222222;27.7777777777778;397025.611111111;4880;82.7222222222222
74019;2023;25;10;15;40;60;610602;6078.84;97.76
74020;2023;12;10;2;83.3333333333333;16.6666666666667;411652.25;3787.16666666667;114
74021;2023;12;8;4;66.6666666666667;33.3333333333333;448260.833333333;3700.83333333333;120.166666666667
74024;2023;11;8;3;72.7272727272727;27.2727272727273;285529.636363636;4558.72727272727;77.9090909090909
74025;2023;15;11;4;73.3333333333333;26.6666666666667;492225;4596.86666666667;107.6
74026;2023;43;16;27;37.2093023255814;62.7906976744186;347685.325581395;4725.76744186046;76.6511627906977
74027;2023;1;0;1;0;100;274700;4226;65
74029;2023;6;6;0;100;0;345940.833333333;3107.33333333333;121.5
74030;2023;5;5;0;100;0;538894;4051.8;129.6
74031;2023;42;16;26;38.0952380952381;61.9047619047619;435162.547619048;5159.88095238095;87.0952380952381
74032;2023;38;9;29;23.6842105263158;76.3157894736842;127923.815789474;2830.39473684211;44.4210526315789
74033;2023;61;18;43;29.5081967213115;70.4918032786885;199697.852459016;3729.80327868852;54.4262295081967
74034;2023;47;4;43;8.51063829787234;91.4893617021277;113962.680851064;2840.40425531915;35.1702127659574
74035;2023;3;3;0;100;0;369200;3191;116.666666666667
74036;2023;4;1;3;25;75;617977.5;6179.5;100.75
74037;2023;22;14;8;63.6363636363636;36.3636363636364;375281.363636364;3997.90909090909;93.4545454545455
74038;2023;24;11;13;45.8333333333333;54.1666666666667;197259.375;3515.08333333333;57.6666666666667
74040;2023;40;23;17;57.5;42.5;385144.575;4542.125;90.175
74041;2023;3;3;0;100;0;338945.666666667;3862.66666666667;84.6666666666667
74042;2023;194;38;156;19.5876288659794;80.4123711340206;214223.963917526;3217.41237113402;66.5360824742268
74043;2023;48;21;27;43.75;56.25;338174.416666667;4113.14583333333;84.8333333333333
74044;2023;14;7;7;50;50;431285.714285714;5004.64285714286;88.2142857142857
74045;2023;3;3;0;100;0;350176.666666667;4791.66666666667;73.6666666666667
74046;2023;1;1;0;100;0;505000;3412;148
74048;2023;4;4;0;100;0;365017.5;4768;81.75
74049;2023;8;8;0;100;0;239800.625;3635.75;76.875
74050;2023;6;6;0;100;0;342971.666666667;5084.83333333333;71.6666666666667
74051;2023;5;4;1;80;20;418389;4495;95.2
74052;2023;5;4;1;80;20;528420;4366.6;121.4
74053;2023;7;6;1;85.7142857142857;14.2857142857143;350414.285714286;4087.71428571429;85.7142857142857
74054;2023;4;3;1;75;25;336372.5;3326.5;109
74055;2023;5;4;1;80;20;298090;3236;98.6
74056;2023;272;43;229;15.8088235294118;84.1911764705882;575842.150735294;9596.65441176471;57.6654411764706
74057;2023;5;4;1;80;20;262296.8;3062.8;87.4
74058;2023;30;4;26;13.3333333333333;86.6666666666667;262930.5;5028.2;49.8
74059;2023;4;4;0;100;0;520100;5347.5;121
74061;2023;10;7;3;70;30;545759.8;5135.5;106.6
74062;2023;11;4;7;36.3636363636364;63.6363636363636;420944.272727273;5105.54545454545;87.4545454545455
74063;2023;111;13;98;11.7117117117117;88.2882882882883;281692.468468468;5611.74774774775;45.1531531531532
74064;2023;9;9;0;100;0;362619;3423.44444444444;104.555555555556
74065;2023;6;6;0;100;0;300644.833333333;3463.5;99.1666666666667
74066;2023;2;2;0;100;0;563825;3997;139.5
74067;2023;16;7;9;43.75;56.25;484543.9375;5172.6875;93.8125
74068;2023;1;1;0;100;0;130000;1048;124
74069;2023;3;1;2;33.3333333333333;66.6666666666667;410000;4708;88
74070;2023;53;13;40;24.5283018867925;75.4716981132076;398983.603773585;4872.01886792453;77.9622641509434
74072;2023;2;2;0;100;0;725785;5083.5;160
74073;2023;8;7;1;87.5;12.5;331928.625;3643.875;92.125
74074;2023;10;7;3;70;30;382391;4330.6;89.2
74075;2023;14;10;4;71.4285714285714;28.5714285714286;355490.5;4024.14285714286;96.9285714285714
74076;2023;8;7;1;87.5;12.5;508001.25;3849.25;132
74077;2023;11;10;1;90.9090909090909;9.09090909090909;345282.454545455;3960.27272727273;94.4545454545455
74078;2023;6;6;0;100;0;315915;3697.83333333333;95.1666666666667
74079;2023;4;1;3;25;75;155908.75;3041;75.25
74080;2023;74;9;65;12.1621621621622;87.8378378378378;579219.256756757;9794.91891891892;54.6351351351351
74081;2023;179;21;158;11.731843575419;88.268156424581;166525.865921788;2307.88268156425;71.1005586592179
74082;2023;65;18;47;27.6923076923077;72.3076923076923;397070.630769231;4733.87692307692;84.8769230769231
74083;2023;82;17;65;20.7317073170732;79.2682926829268;497811.829268293;6035.34146341463;66.9390243902439
74085;2023;66;12;54;18.1818181818182;81.8181818181818;279153.060606061;5677.89393939394;49.0151515151515
74086;2023;8;5;3;62.5;37.5;375439.375;3938;94.25
74087;2023;25;14;11;56;44;394907.64;4237.12;101.36
74088;2023;21;7;14;33.3333333333333;66.6666666666667;420111.904761905;4370.38095238095;98.1904761904762
74089;2023;20;4;16;20;80;318444.6;5679;59.95
74090;2023;9;5;4;55.5555555555556;44.4444444444444;327040.777777778;3435.11111111111;104.777777777778
74091;2023;4;4;0;100;0;630139;8238.25;82
74094;2023;66;48;18;72.7272727272727;27.2727272727273;471967.090909091;4995.28787878788;96.3333333333333
74096;2023;54;23;31;42.5925925925926;57.4074074074074;360778.444444444;4639.2962962963;80.7407407407407
74097;2023;11;11;0;100;0;468339.090909091;3993.90909090909;135.454545454545
74098;2023;12;8;4;66.6666666666667;33.3333333333333;613120.833333333;6016.66666666667;101.583333333333
74099;2023;34;5;29;14.7058823529412;85.2941176470588;613024.735294118;7752.20588235294;57.9411764705882
74100;2023;10;10;0;100;0;338053;3293.5;106.4
74101;2023;6;4;2;66.6666666666667;33.3333333333333;367368.333333333;3514.66666666667;99.5
74102;2023;11;10;1;90.9090909090909;9.09090909090909;631890;5888;112.454545454545
74103;2023;17;10;7;58.8235294117647;41.1764705882353;476629.176470588;4843.35294117647;95.4117647058823
74104;2023;46;18;28;39.1304347826087;60.8695652173913;482190.608695652;5200;91.3260869565217
74105;2023;86;31;55;36.046511627907;63.953488372093;311833.081395349;4338.02325581395;73.3604651162791
74106;2023;6;6;0;100;0;440021.5;4257.83333333333;104.166666666667
74107;2023;1;1;0;100;0;226000;2093;108
74108;2023;7;3;4;42.8571428571429;57.1428571428571;577421.428571429;6069.57142857143;96.8571428571429
74109;2023;10;10;0;100;0;377684.5;3515.8;107.2
74111;2023;2;2;0;100;0;442250;3393.5;129
74112;2023;65;14;51;21.5384615384615;78.4615384615385;420160.615384615;5405.52307692308;76.4769230769231
74114;2023;6;5;1;83.3333333333333;16.6666666666667;741151.666666667;7878.33333333333;101.166666666667
74116;2023;20;15;5;75;25;450148;4337.7;105.65
74117;2023;7;7;0;100;0;477521.428571429;4679.71428571429;107.142857142857
74118;2023;39;13;26;33.3333333333333;66.6666666666667;324542.820512821;4640.10256410256;67.4615384615385
74119;2023;196;27;169;13.7755102040816;86.2244897959184;297502.173469388;4532.19897959184;65.4591836734694
74121;2023;16;11;5;68.75;31.25;378674.75;5117.6875;74.6875
74122;2023;6;4;2;66.6666666666667;33.3333333333333;316735.833333333;2953.83333333333;108.166666666667
74123;2023;87;40;47;45.9770114942529;54.0229885057471;254713.494252874;3393.45977011494;76.551724137931
74124;2023;19;11;8;57.8947368421053;42.1052631578947;458805.263157895;4726.84210526316;102.157894736842
74126;2023;6;6;0;100;0;442664.5;3867.66666666667;110.833333333333
74127;2023;16;14;2;87.5;12.5;360430.625;4456.9375;86.5
74128;2023;38;31;7;81.5789473684211;18.4210526315789;421106.342105263;4714.71052631579;103.473684210526
74129;2023;2;2;0;100;0;155950;2036;74
74130;2023;3;3;0;100;0;347666.666666667;3451;103
74131;2023;20;10;10;50;50;275557.6;3285.55;88
74133;2023;206;28;178;13.5922330097087;86.4077669902913;235929.344660194;3700.31553398058;61.6019417475728
74134;2023;94;20;74;21.2765957446809;78.7234042553192;446967.574468085;7664.74468085106;57.1808510638298
74135;2023;9;3;6;33.3333333333333;66.6666666666667;210264.777777778;3378.22222222222;64.5555555555556
74136;2023;90;7;83;7.77777777777778;92.2222222222222;339028.144444444;6886.48888888889;48.5333333333333
74137;2023;30;17;13;56.6666666666667;43.3333333333333;510324.533333333;5216.5;102.3
74138;2023;18;13;5;72.2222222222222;27.7777777777778;375849.777777778;4477.16666666667;87.2222222222222
74139;2023;6;4;2;66.6666666666667;33.3333333333333;280652.5;3852.66666666667;87.1666666666667
74140;2023;38;9;29;23.6842105263158;76.3157894736842;134525.315789474;3134.57894736842;39.1315789473684
74141;2023;15;13;2;86.6666666666667;13.3333333333333;354630.066666667;4168.73333333333;87.2
74142;2023;10;9;1;90;10;421984.1;4480.1;94.6
74143;2023;115;27;88;23.4782608695652;76.5217391304348;440402.373913043;7372.47826086957;57.5565217391304
74144;2023;8;7;1;87.5;12.5;517643.75;4298.625;135.625
74145;2023;5;3;2;60;40;409726;3652.8;128.8
74146;2023;8;8;0;100;0;482276.625;4573.125;110.375
74147;2023;15;8;7;53.3333333333333;46.6666666666667;474647.866666667;5570.53333333333;90.4
74148;2023;2;0;2;0;100;161075;3928.5;41
74150;2023;18;18;0;100;0;439426.5;4254.88888888889;105.111111111111
74151;2023;5;4;1;80;20;373590;4044.8;92.4
74152;2023;13;6;7;46.1538461538462;53.8461538461538;482482;4639.38461538462;106.846153846154
74153;2023;21;17;4;80.9523809523809;19.047619047619;437205.714285714;5423.80952380952;86.4761904761905
74154;2023;40;19;21;47.5;52.5;305298.35;3944.45;80.975
74155;2023;15;14;1;93.3333333333333;6.66666666666667;287723.333333333;3581.13333333333;81.9333333333333
74156;2023;8;8;0;100;0;427468.75;3953.375;111.375
74157;2023;15;11;4;73.3333333333333;26.6666666666667;414008;3942.13333333333;106.8
74158;2023;13;7;6;53.8461538461538;46.1538461538462;372043.538461538;4474.92307692308;86.3076923076923
74159;2023;34;16;18;47.0588235294118;52.9411764705882;231302.941176471;3410.58823529412;82.1470588235294
74160;2023;44;3;41;6.81818181818182;93.1818181818182;249472.25;5904.79545454545;38.2272727272727
74161;2023;18;12;6;66.6666666666667;33.3333333333333;425576.388888889;4384.83333333333;104
74162;2023;9;7;2;77.7777777777778;22.2222222222222;484798.666666667;4115.88888888889;129.888888888889
74163;2023;22;19;3;86.3636363636364;13.6363636363636;397635.545454545;4433.68181818182;96.5909090909091
74164;2023;47;21;26;44.6808510638298;55.3191489361702;293257.723404255;3716.08510638298;78.6595744680851
74165;2023;2;2;0;100;0;330500;3610;103.5
74166;2023;11;10;1;90.9090909090909;9.09090909090909;417915.454545455;3778.36363636364;127.636363636364
74167;2023;6;6;0;100;0;269964.333333333;3228;82.8333333333333
74168;2023;3;3;0;100;0;513551.666666667;4399.66666666667;113.666666666667
74169;2023;40;19;21;47.5;52.5;244397.35;3378.075;79.25
74170;2023;9;9;0;100;0;360145.222222222;4611.33333333333;92.5555555555556
74171;2023;16;7;9;43.75;56.25;364521.0625;4277.4375;89.5
74172;2023;12;7;5;58.3333333333333;41.6666666666667;519876.583333333;5885.58333333333;90.6666666666667
74173;2023;166;25;141;15.0602409638554;84.9397590361446;767341.759036145;10539.7469879518;69.3313253012048
74174;2023;9;9;0;100;0;286488.888888889;3525.88888888889;102
74175;2023;7;3;4;42.8571428571429;57.1428571428571;288810;3998.28571428571;66.7142857142857
74176;2023;24;14;10;58.3333333333333;41.6666666666667;1033235.95833333;9278.95833333333;110.75
74177;2023;14;14;0;100;0;494978.214285714;3907.28571428571;134.714285714286
74178;2023;13;12;1;92.3076923076923;7.69230769230769;345240.769230769;3210.53846153846;110.307692307692
74179;2023;2;2;0;100;0;508500;5898.5;92
74180;2023;24;19;5;79.1666666666667;20.8333333333333;557830;5190.16666666667;104.708333333333
74183;2023;31;17;14;54.8387096774194;45.1612903225806;226605.032258065;3760.51612903226;63.8709677419355
74184;2023;4;3;1;75;25;356350;3484.5;108.75
74185;2023;19;12;7;63.1578947368421;36.8421052631579;440278.947368421;4763.42105263158;96.7368421052632
74186;2023;4;3;1;75;25;474152.5;4757.5;98
74188;2023;30;11;19;36.6666666666667;63.3333333333333;425381.466666667;6037;68.9333333333333
74189;2023;35;10;25;28.5714285714286;71.4285714285714;162939.485714286;3284.2;51.1142857142857
74190;2023;76;13;63;17.1052631578947;82.8947368421053;179750.539473684;4276.8947368421;44.5921052631579
74191;2023;201;20;181;9.95024875621891;90.0497512437811;355752.825870647;7681.64179104478;44.5422885572139
74192;2023;7;7;0;100;0;335977.142857143;4698.71428571429;77.4285714285714
74193;2023;6;5;1;83.3333333333333;16.6666666666667;381760.833333333;4610.66666666667;96
74194;2023;7;4;3;57.1428571428571;42.8571428571429;384814.285714286;4495.71428571429;87.2857142857143
74195;2023;2;2;0;100;0;364592.5;4174.5;87.5
74196;2023;2;2;0;100;0;394225;2381;174
74197;2023;33;10;23;30.3030303030303;69.6969696969697;253119.393939394;3727.0303030303;67
74198;2023;15;13;2;86.6666666666667;13.3333333333333;630855.733333333;4973.8;122.066666666667
74199;2023;6;5;1;83.3333333333333;16.6666666666667;582583.333333333;4367.33333333333;127.5
74200;2023;49;28;21;57.1428571428571;42.8571428571429;446199.795918367;4682.30612244898;94.1020408163265
74201;2023;23;13;10;56.5217391304348;43.4782608695652;516361.956521739;4971.86956521739;102.95652173913
74202;2023;6;1;5;16.6666666666667;83.3333333333333;430315.833333333;5178;86.8333333333333
74203;2023;5;2;3;40;60;67000;1403.6;48.4
74205;2023;32;12;20;37.5;62.5;236139.96875;4112.3125;53.09375
74206;2023;10;8;2;80;20;267322.5;3359.7;86.2
74208;2023;121;47;74;38.8429752066116;61.1570247933884;286231.73553719;4059.01652892562;71.2644628099174
74209;2023;12;11;1;91.6666666666667;8.33333333333333;463187.5;4392.41666666667;120.833333333333
74210;2023;21;16;5;76.1904761904762;23.8095238095238;366221.523809524;3568.7619047619;102.952380952381
74211;2023;21;18;3;85.7142857142857;14.2857142857143;381326.19047619;3811.66666666667;111.333333333333
74212;2023;22;17;5;77.2727272727273;22.7272727272727;328229.045454545;4459.09090909091;71.7272727272727
74213;2023;85;24;61;28.2352941176471;71.7647058823529;468133.164705882;5557.42352941176;83.2588235294118
74215;2023;88;5;83;5.68181818181818;94.3181818181818;282279.840909091;5553.61363636364;46.8181818181818
74216;2023;10;5;5;50;50;632593;5048.8;136.1
74218;2023;92;49;43;53.2608695652174;46.7391304347826;438703.913043478;5065.86956521739;89.1413043478261
74219;2023;6;3;3;50;50;692970.833333333;5400.33333333333;125.5
74220;2023;73;21;52;28.7671232876712;71.2328767123288;334100.95890411;4032.68493150685;84.4109589041096
74221;2023;8;4;4;50;50;409958.125;3705.75;101.875
74222;2023;3;2;1;66.6666666666667;33.3333333333333;211083.333333333;2846;76.6666666666667
74223;2023;4;3;1;75;25;267107.5;2615.5;101.5
74224;2023;115;32;83;27.8260869565217;72.1739130434783;313203.373913043;3764.77391304348;82.5217391304348
74225;2023;222;61;161;27.4774774774775;72.5225225225225;238592.851351351;3471.46396396396;70.3198198198198
74226;2023;6;4;2;66.6666666666667;33.3333333333333;307585;3796.5;91
74228;2023;2;2;0;100;0;918350;4581.5;250
74229;2023;42;20;22;47.6190476190476;52.3809523809524;340783.238095238;4226.07142857143;81.8571428571429
74231;2023;4;3;1;75;25;280000;3277.5;83
74232;2023;2;2;0;100;0;818142.5;9391.5;102
74233;2023;20;10;10;50;50;308467.75;3657.2;86
74234;2023;6;5;1;83.3333333333333;16.6666666666667;224222.5;4731.33333333333;56.8333333333333
74235;2023;7;7;0;100;0;408122.857142857;4492.28571428571;98.4285714285714
74236;2023;244;47;197;19.2622950819672;80.7377049180328;315936.418032787;5475.94672131148;55.8524590163934
74237;2023;13;3;10;23.0769230769231;76.9230769230769;215963;3918.15384615385;57.3076923076923
74238;2023;54;13;41;24.0740740740741;75.9259259259259;244541.555555556;4006.53703703704;60.7407407407407
74239;2023;28;6;22;21.4285714285714;78.5714285714286;350785.821428571;6106.39285714286;57.8571428571429
74240;2023;7;6;1;85.7142857142857;14.2857142857143;459471.428571429;4023.28571428571;113.571428571429
74241;2023;39;22;17;56.4102564102564;43.5897435897436;235618.948717949;3048.61538461538;80.025641025641
74242;2023;77;33;44;42.8571428571429;57.1428571428571;562607.155844156;6412.5974025974;86.6493506493507
74243;2023;178;17;161;9.55056179775281;90.4494382022472;336236.691011236;4755.20786516854;71.8426966292135
74244;2023;8;5;3;62.5;37.5;381732.5;4279.125;89.25
74249;2023;28;22;6;78.5714285714286;21.4285714285714;383664.285714286;4547.21428571429;91.6428571428571
74250;2023;74;41;33;55.4054054054054;44.5945945945946;332800.648648649;4227.32432432432;83.6081081081081
74252;2023;5;4;1;80;20;514050;5493;100.8
74253;2023;2;2;0;100;0;339775;3619;101
74254;2023;3;3;0;100;0;401436.666666667;4389.66666666667;90
74255;2023;15;12;3;80;20;362001.466666667;3870.4;100.066666666667
74256;2023;237;43;194;18.1434599156118;81.8565400843882;253634.451476793;3761.81434599156;66.8607594936709
74257;2023;5;3;2;60;40;320456.8;3870.8;79
74258;2023;164;31;133;18.9024390243902;81.0975609756098;307567.37804878;5352.79268292683;54.4939024390244
74259;2023;5;5;0;100;0;396700;3994.2;101.4
74260;2023;6;6;0;100;0;453508.333333333;3923.66666666667;125.5
